▼一般信用（長期・売短）売建可能銘柄一覧
種類,融資銘柄,銘柄コード,銘柄名称
長期,,8973,積水ハウス・ＳＩ　レジデンシャル投資法人　投資証券
長期,,8975,いちごオフィスリート投資法人　投資証券
長期,,8976,大和証券オフィス投資法人　投資証券
長期,○,8977,阪急リート投資法人　投資証券
売短,○,8979,スターツプロシード投資法人　投資証券
長期,○,8982,トップリート投資法人　投資証券
長期,,8984,大和ハウス・レジデンシャル投資法人　投資証券
長期,,8985,ジャパン・ホテル・リート投資法人　投資証券
長期,,8986,日本賃貸住宅投資法人　投資証券
長期,,8987,ジャパンエクセレント投資法人　投資証券
売短,○,8996,ハウスフリーダム
長期,○,8999,グランディハウス
長期,,9001,東武鉄道
長期,,9003,相鉄ホールディングス
長期,,9005,東京急行電鉄
長期,,9006,京浜急行電鉄
長期,,9007,小田急電鉄
長期,,9008,京王電鉄
長期,,9009,京成電鉄
長期,,9010,富士急行
長期,,9014,新京成電鉄
長期,,9020,東日本旅客鉄道
長期,,9021,西日本旅客鉄道
長期,,9022,東海旅客鉄道
長期,,9024,西武ホールディングス
長期,,9025,鴻池運輸
長期,,9031,西日本鉄道
長期,○,9037,ハマキョウレックス
長期,,9041,近鉄グループホールディングス
長期,,9042,阪急阪神ホールディングス
長期,,9044,南海電気鉄道
長期,,9045,京阪電気鉄道
長期,,9048,名古屋鉄道
長期,,9058,トランコム
長期,,9062,日本通運
長期,,9064,ヤマトホールディングス
長期,,9065,山九
長期,,9066,日新
長期,○,9067,丸運
長期,,9068,丸全昭和運輸
長期,,9069,センコー
長期,,9070,トナミホールディングス
長期,,9072,ニッコンホールディングス
長期,,9074,日本石油輸送
長期,,9075,福山通運
長期,,9076,セイノーホールディングス
長期,,9086,日立物流
長期,,9101,日本郵船
長期,,9104,商船三井
長期,,9107,川崎汽船
長期,,9110,ＮＳユナイテッド海運
長期,,9119,飯野海運
売短,○,9176,佐渡汽船
長期,,9201,日本航空
長期,,9202,ＡＮＡホールディングス
長期,,9232,パスコ
長期,,9301,三菱倉庫
長期,,9302,三井倉庫ホールディングス
長期,,9303,住友倉庫
長期,,9304,澁澤倉庫
長期,,9305,ヤマタネ
長期,,9306,東陽倉庫
長期,,9310,日本トランスシティ
長期,,9312,ケイヒン
長期,,9351,東洋埠頭
長期,○,9358,宇徳
長期,,9364,上組
長期,,9366,サンリツ
長期,,9368,キムラユニティー
長期,,9369,キユーソー流通システム
長期,,9370,郵船ロジスティクス
長期,,9375,近鉄エクスプレス
長期,,9380,東海運
売短,○,9381,エーアイテイー
売短,,9384,内外トランスライン
売短,○,9386,日本コンセプト
長期,,9401,東京放送ホールディングス
長期,,9404,日本テレビホールディングス
長期,,9409,テレビ朝日ホールディングス
長期,,9412,スカパーＪＳＡＴホールディングス
長期,,9413,テレビ東京ホールディングス
長期,,9414,日本ＢＳ放送
売短,○,9416,ビジョン
売短,○,9418,Ｕ－ＮＥＸＴ
売短,,9419,ワイヤレスゲート
長期,,9422,コネクシオ
長期,,9432,日本電信電話
長期,,9433,ＫＤＤＩ
長期,,9435,光通信
長期,,9437,ＮＴＴドコモ
売短,,9439,エム・エイチ・グループ
売短,○,9444,トーシン
長期,,9449,ＧＭＯインターネット
長期,,9468,カドカワ
長期,,9470,学研ホールディングス
長期,,9474,ゼンリン
長期,,9501,東京電力
長期,,9502,中部電力
長期,,9503,関西電力
長期,,9504,中国電力
長期,,9505,北陸電力
長期,,9506,東北電力
長期,,9507,四国電力
長期,,9508,九州電力
長期,,9509,北海道電力
長期,,9511,沖縄電力
長期,,9513,電源開発
長期,,9531,東京瓦斯
長期,,9532,大阪瓦斯
長期,,9533,東邦瓦斯
長期,,9535,広島ガス
長期,,9536,西部瓦斯
長期,,9543,静岡ガス
長期,,9601,松竹
長期,,9602,東宝
長期,,9603,エイチ・アイ・エス
長期,,9605,東映
長期,,9607,ＡＯＩ　Ｐｒｏ．
売短,,9608,福山コンサルタント
売短,○,9612,ラックランド
長期,,9613,エヌ・ティ・ティ・データ
長期,,9616,共立メンテナンス
売短,,9621,建設技術研究所
長期,,9622,スペース
長期,,9627,アインホールディングス
長期,,9628,燦ホールディングス
長期,○,9632,スバル興業
売短,,9656,グリーンランドリゾート
長期,○,9658,ビジネスブレイン太田昭和
長期,,9671,よみうりランド
長期,,9672,東京都競馬
長期,,9678,カナモト
長期,,9681,東京ドーム
長期,,9682,ＤＴＳ
長期,,9684,スクウェア・エニックス・ホールディングス
長期,,9692,シーイーシー
長期,,9697,カプコン
長期,,9699,西尾レントオール
売短,○,9704,アゴーラ・ホスピタリティー・グループ
長期,,9706,日本空港ビルデング
長期,,9715,トランス・コスモス
長期,,9716,乃村工藝社
売短,,9717,ジャステック
長期,,9719,ＳＣＳＫ
売短,○,9723,京都ホテル
長期,,9726,ＫＮＴ－ＣＴホールディングス
長期,,9728,日本管財
長期,,9729,トーカイ
長期,,9735,セコム
長期,,9740,セントラル警備保障
長期,,9742,アイネス
長期,,9743,丹青社
長期,,9744,メイテック
長期,,9746,ＴＫＣ
長期,,9747,アサツー　ディ・ケイ
長期,,9749,富士ソフト
長期,,9755,応用地質
長期,,9757,船井総研ホールディングス
売短,○,9758,ジャパンシステム
長期,,9759,ＮＳＤ
長期,,9760,進学会
売短,,9763,丸紅建材リース
売短,,9765,オオバ
長期,,9766,コナミホールディングス
長期,,9783,ベネッセホールディングス
長期,,9787,イオンディライト
長期,,9788,ナック
長期,,9792,ニチイ学館
長期,,9793,ダイセキ
長期,,9795,ステップ
長期,,9810,日鉄住金物産
長期,,9830,トラスコ中山
長期,,9831,ヤマダ電機
長期,,9832,オートバックスセブン
売短,,9837,モリト
長期,,9842,アークランドサカモト
長期,,9843,ニトリホールディングス
長期,,9850,グルメ杵屋
売短,○,9855,くろがねや
長期,,9856,ケーユーホールディングス
売短,,9861,吉野家ホールディングス
長期,,9869,加藤産業
売短,○,9876,コックス
長期,○,9880,イノテック
長期,,9882,イエローハット
長期,,9889,ＪＢＣＣホールディングス
長期,,9896,ＪＫホールディングス
長期,,9902,日伝
売短,○,9903,カンセキ
長期,,9928,ミロク情報サービス
長期,,9930,北沢産業
長期,○,9932,杉本商事
長期,,9934,因幡電機産業
長期,,9936,王将フードサービス
売短,,9942,ジョイフル
売短,,9945,プレナス
長期,,9946,ミニストップ
長期,,9948,アークス
長期,,9956,バローホールディングス
長期,,9962,ミスミグループ本社
長期,○,9966,藤久
売短,,9972,アルテック
売短,○,9973,小僧寿し
長期,,9974,ベルク
売短,○,9978,文教堂グループホールディングス
長期,,9979,大庄
長期,,9982,タキヒヨー
長期,,9983,ファーストリテイリング
長期,,9984,ソフトバンクグループ
長期,○,9986,蔵王産業
長期,,9987,スズケン
長期,,9989,サンドラッグ
長期,,9991,ジェコス
長期,○,9993,ヤマザワ
長期,,9994,やまや
長期,,9997,ベルーナ
